Elspot Prices in EUR/MWh,,,,,,,,,,,,,,,,,,
Data was last updated 08-03-2014,,,,,,,,,,,,,,,,,,
,Hours,SYS,SE1,SE2,SE3,SE4,FI,DK1,DK2,Oslo,Kr.sand,Bergen,Molde,Tr.heim,Troms?,EE,ELE,LT
8/1/2012,14 - 15,"33,31","33,29","33,29","33,29","33,29","33,29","33,29","33,29","33,29","33,29","33,29","33,29","33,29","33,29","33,29",,
8/1/2012,15 - 16,"33,33","33,27","33,27","33,27","33,27","33,27","33,27","33,27","33,27","33,27","33,27","33,27","33,27","33,27","35,98",,
8/1/2012,16 - 17,"35,61","37,43","37,43","37,43","37,43","37,43","37,43","37,43","36,45","34,11","34,11","37,43","37,43","37,43","38,07",,
8/1/2012,17 - 18,"41,00","45,08","45,08","45,08","45,08","45,08","46,00","46,00","45,08","34,22","34,22","45,08","45,08","45,08","45,08",,
8/1/2012,18 - 19,"40,07","43,24","43,24","43,24","43,24","43,24","54,30","54,30","43,24","34,20","34,20","43,24","43,24","43,24","43,24",,
8/1/2012,19 - 20,"38,55","40,53","40,53","40,53","40,53","40,53","55,00","55,00","40,53","34,10","34,10","40,53","40,53","40,53","40,53",,
8/1/2012,20 - 21,"36,74","38,59","38,59","38,59","38,59","38,59","46,50","46,50","37,33","34,00","34,00","38,59","38,59","38,59","38,59",,
8/1/2012,21 - 22,"35,35","36,83","36,83","36,83","36,83","36,83","39,90","39,90","35,75","34,04","34,04","36,83","36,83","36,83","36,83",,
8/1/2012,22 - 23,"34,88","35,10","35,10","35,10","35,10","35,10","37,60","37,60","35,10","33,98","33,98","35,10","35,10","35,10","35,10",,
8/1/2012,23 - 00,"34,00","34,04","34,04","34,04","34,04","34,04","34,04","34,04","34,04","33,69","33,69","34,04","34,04","34,04","34,04",,
9/1/2012,00 - 01,"34,46","34,97","34,97","34,97","34,97","34,97","34,97","34,97","34,97","33,89","33,89","34,97","34,97","34,97","34,97",,
9/1/2012,01 - 02,"33,45","33,42","33,42","33,42","33,42","33,42","33,42","33,42","33,42","33,42","33,42","33,42","33,42","33,42","33,42",,
9/1/2012,02 - 03,"32,75","32,74","32,74","32,74","32,74","32,74","32,74","32,74","32,74","32,74","32,74","32,74","32,74","32,74","32,74",,
9/1/2012,03 - 04,"32,47","32,46","32,46","32,46","32,46","32,46","32,46","32,46","32,46","32,46","32,46","32,46","32,46","32,46","32,46",,
9/1/2012,04 - 05,"32,51","32,50","32,50","32,50","32,50","32,50","32,50","32,50","32,50","32,50","32,50","32,50","32,50","32,50","32,50",,
9/1/2012,05 - 06,"34,28","36,14","36,14","36,14","36,14","36,14","36,14","36,14","33,60","33,45","33,45","36,14","36,14","36,14","39,19",,
9/1/2012,06 - 07,"35,97","43,01","43,01","43,01","43,01","43,01","43,01","43,01","34,26","33,81","33,81","43,01","43,01","43,01","44,59",,
9/1/2012,07 - 08,"46,65","59,06","59,06","59,06","59,06","59,06","59,06","59,06","35,55","34,62","34,62","59,06","59,06","59,06","59,06",,
9/1/2012,08 - 09,"64,40","64,50","64,50","64,50","64,50","64,50","64,40","64,50","35,79","34,66","34,66","64,50","64,50","64,50","64,50",,
9/1/2012,09 - 10,"59,87","58,79","58,79","58,79","58,79","58,79","58,70","58,79","35,88","34,75","34,75","58,79","58,79","58,79","58,79",,
9/1/2012,10 - 11,"59,48","56,50","56,50","56,50","56,50","56,50","56,40","56,50","36,24","34,75","34,75","56,50","56,50","56,50","56,50",,
9/1/2012,11 - 12,"56,24","56,09","56,09","56,09","56,09","56,09","56,00","56,09","35,93","34,76","34,76","56,09","56,09","56,09","56,09",,
9/1/2012,12 - 13,"55,56","55,70","55,70","55,70","55,70","55,70","55,70","55,70","35,78","34,69","34,69","55,70","55,70","55,70","55,70",,
9/1/2012,13 - 14,"53,37","54,81","54,81","54,81","54,81","54,81","54,81","54,81","35,70","34,70","34,70","54,81","54,81","54,81","54,81",,
9/1/2012,14 - 15,"47,12","52,33","52,33","52,33","52,33","52,33","52,30","52,33","35,27","34,66","34,66","52,33","52,33","52,33","52,33",,
9/1/2012,15 - 16,"47,62","50,73","50,73","50,73","50,73","50,73","50,70","50,73","35,42","34,65","34,65","50,73","50,73","50,73","50,73",,
9/1/2012,16 - 17,"51,69","51,89","51,89","51,89","51,89","51,89","51,80","51,89","35,65","34,75","34,75","51,89","51,89","51,89","51,89",,
9/1/2012,17 - 18,"53,52","57,09","57,09","57,09","57,09","57,09","57,00","57,09","35,73","34,62","34,62","57,09","57,09","57,09","57,09",,
9/1/2012,18 - 19,"59,58","54,63","54,63","61,21","61,21","61,21","61,21","61,21","35,50","34,59","34,59","54,63","54,63","54,63","61,21",,
9/1/2012,19 - 20,"49,91","52,51","52,51","52,51","52,51","52,51","52,51","52,51","35,78","34,48","34,48","52,51","52,51","52,51","52,51",,
9/1/2012,20 - 21,"40,34","40,37","40,37","40,37","40,37","40,37","40,37","40,37","35,88","34,41","34,41","40,37","40,37","40,37","42,00",,
9/1/2012,21 - 22,"36,12","36,15","36,15","36,15","36,15","36,15","36,15","36,15","35,89","34,30","34,30","36,15","36,15","36,15","36,15",,
9/1/2012,22 - 23,"34,28","33,64","33,64","33,64","33,64","33,64","33,64","33,64","33,64","33,64","33,64","33,64","33,64","33,64","33,64",,
9/1/2012,23 - 00,"33,04","32,49","32,49","32,49","32,49","32,49","32,49","32,49","32,49","32,49","32,49","32,49","32,49","32,49","32,49",,
10/1/2012,00 - 01,"31,85","31,70","31,70","31,70","31,70","31,70","31,70","31,70","31,70","31,70","31,70","31,70","31,70","31,70","31,70",,
10/1/2012,01 - 02,"31,21","31,11","31,11","31,11","31,11","31,11","31,11","31,11","31,11","31,11","31,11","31,11","31,11","31,11","31,11",,
10/1/2012,02 - 03,"30,91","30,71","30,71","30,71","30,71","30,71","30,71","30,71","30,71","30,71","30,71","30,71","30,71","30,71","30,71",,
10/1/2012,03 - 04,"29,30","28,99","28,99","28,99","28,99","28,99","28,10","28,10","28,99","28,99","28,99","28,99","28,99","28,99","28,99",,
10/1/2012,04 - 05,"30,76","30,51","30,51","30,51","30,51","30,51","30,51","30,51","30,51","30,51","30,51","30,51","30,51","30,51","30,51",,
10/1/2012,05 - 06,"34,31","33,80","33,80","33,80","33,80","40,31","33,81","33,80","33,75","33,75","33,75","33,80","33,80","33,80","40,31",,
10/1/2012,06 - 07,"35,93","39,81","39,81","39,81","39,81","47,67","39,81","39,81","34,31","34,18","34,18","36,45","36,45","36,45","47,67",,
10/1/2012,07 - 08,"43,39","48,07","48,07","48,07","48,07","48,07","48,07","48,07","35,96","34,83","34,83","36,92","36,92","36,92","48,07",,
10/1/2012,08 - 09,"50,40","52,99","52,99","52,99","52,99","52,99","52,99","52,99","40,23","35,17","35,17","52,99","52,99","52,99","52,99",,
10/1/2012,09 - 10,"48,45","51,21","51,21","51,21","51,21","51,21","51,21","51,21","40,62","35,03","35,03","51,21","51,21","51,21","51,21",,
10/1/2012,10 - 11,"48,09","51,01","51,01","51,01","51,01","51,01","51,01","51,01","41,18","34,93","34,93","51,01","51,01","51,01","51,01",,
10/1/2012,11 - 12,"48,45","53,00","53,00","53,00","53,00","53,00","53,00","53,00","38,90","34,90","34,90","53,00","53,00","53,00","53,00",,
10/1/2012,12 - 13,"48,10","52,20","52,20","52,20","52,20","52,20","52,20","52,20","39,90","34,92","34,92","52,20","52,20","52,20","52,20",,
10/1/2012,13 - 14,"48,44","52,96","52,96","52,96","52,96","52,96","52,96","52,96","38,30","34,90","34,90","52,96","52,96","52,96","52,96",,
10/1/2012,14 - 15,"46,12","52,04","52,04","52,04","52,04","52,04","52,04","52,04","35,64","34,76","34,76","52,04","52,04","52,04","52,04",,
10/1/2012,15 - 16,"45,64","51,91","51,91","51,91","51,91","51,91","51,91","51,91","35,55","34,72","34,72","51,91","51,91","51,91","51,91",,
10/1/2012,16 - 17,"47,07","54,96","54,96","54,96","54,96","54,96","54,96","54,96","35,85","34,88","34,88","54,96","54,96","54,96","54,96",,
10/1/2012,17 - 18,"54,96","61,14","61,14","61,14","61,14","61,14","61,14","61,14","35,98","34,83","34,83","61,14","61,14","61,14","61,14",,
10/1/2012,18 - 19,"48,92","58,77","58,77","61,11","61,11","61,11","61,11","61,11","35,78","34,70","34,70","58,77","58,77","58,77","61,11",,
10/1/2012,19 - 20,"39,57","40,92","40,92","40,92","40,92","40,92","40,92","40,92","37,00","34,53","34,53","40,92","40,92","40,92","40,92",,
10/1/2012,20 - 21,"35,60","35,95","35,95","35,95","35,95","35,95","35,95","35,95","35,95","34,40","34,40","35,95","35,95","35,95","35,95",,
10/1/2012,21 - 22,"34,87","34,87","34,87","34,87","34,87","34,87","34,87","34,87","34,87","34,28","34,28","34,87","34,87","34,87","34,87",,
10/1/2012,22 - 23,"33,47","33,04","33,04","33,04","33,04","33,04","33,04","33,04","33,04","33,04","33,04","33,04","33,04","33,04","33,04",,
10/1/2012,23 - 00,"32,33","32,07","32,07","32,07","32,07","32,07","32,07","32,07","32,07","32,07","32,07","32,07","32,07","32,07","32,07",,
11/1/2012,00 - 01,"31,51","31,54","31,54","31,54","31,54","31,54","30,75","31,54","31,54","31,54","31,54","31,54","31,54","31,54","31,54",,
11/1/2012,01 - 02,"30,69","30,70","30,70","30,70","30,70","30,70","30,70","30,70","30,70","30,70","30,70","30,70","30,70","30,70","30,70",,
11/1/2012,02 - 03,"30,33","30,33","30,33","30,33","30,33","30,33","30,33","30,33","30,33","30,33","30,33","30,33","30,33","30,33","30,33",,
11/1/2012,03 - 04,"29,41","29,41","29,41","29,41","29,41","29,41","29,41","29,41","29,41","29,41","29,41","29,41","29,41","29,41","29,41",,
11/1/2012,04 - 05,"30,11","30,11","30,11","30,11","30,11","30,11","30,11","30,11","30,11","30,11","30,11","30,11","30,11","30,11","30,11",,
11/1/2012,05 - 06,"32,82","32,64","32,64","32,64","32,64","39,17","32,64","32,64","32,64","32,64","32,64","32,64","32,64","32,64","39,17",,
11/1/2012,06 - 07,"34,45","34,12","34,12","34,12","34,12","40,39","34,12","34,12","34,12","34,12","34,12","34,12","34,12","34,12","40,39",,
11/1/2012,07 - 08,"38,00","37,52","37,52","37,52","37,52","47,63","37,52","37,52","37,52","34,86","34,86","37,52","37,52","37,52","47,63",,
11/1/2012,08 - 09,"40,47","41,74","41,74","41,74","41,74","41,74","41,74","41,74","41,74","34,90","34,90","41,74","41,74","41,74","41,74",,
11/1/2012,09 - 10,"38,14","39,64","39,64","39,64","39,64","39,64","39,64","39,64","39,64","34,87","34,87","39,64","39,64","39,64","39,64",,
11/1/2012,10 - 11,"36,65","38,06","38,06","38,06","38,06","38,06","38,06","38,06","38,06","34,80","34,80","38,06","38,06","38,06","38,06",,
11/1/2012,11 - 12,"37,29","39,25","39,25","39,25","39,25","39,25","39,25","39,25","39,25","34,75","34,75","39,25","39,25","39,25","39,25",,
11/1/2012,12 - 13,"38,03","39,98","39,98","39,98","39,98","39,98","39,98","39,98","39,98","34,76","34,76","39,98","39,98","39,98","39,98",,
11/1/2012,13 - 14,"38,65","40,36","40,36","40,36","40,36","40,36","40,36","40,36","40,36","34,71","34,71","40,36","40,36","40,36","40,36",,
11/1/2012,14 - 15,"38,57","40,40","40,40","40,40","40,40","40,40","40,40","40,40","39,33","34,75","34,75","40,40","40,40","40,40","40,40",,
11/1/2012,15 - 16,"40,21","42,50","42,50","42,50","42,50","42,50","42,50","42,50","41,39","34,67","34,67","42,50","42,50","42,50","42,50",,
11/1/2012,16 - 17,"43,12","45,78","45,78","45,78","45,78","45,78","45,78","45,78","45,78","34,74","34,74","45,78","45,78","45,78","45,78",,
11/1/2012,17 - 18,"45,36","47,23","47,23","47,23","47,23","47,23","47,23","60,20","47,23","34,68","34,68","47,23","47,23","47,23","47,23",,
11/1/2012,18 - 19,"39,40","41,28","41,28","41,28","41,28","41,28","41,28","41,28","41,28","34,60","34,60","41,28","41,28","41,28","41,28",,
11/1/2012,19 - 20,"35,86","37,82","37,82","37,82","37,82","37,82","37,82","37,82","37,82","34,57","34,57","37,82","37,82","37,82","37,82",,
11/1/2012,20 - 21,"34,87","35,37","35,37","35,37","35,37","35,37","35,37","35,37","35,37","34,45","34,45","35,37","35,37","35,37","35,37",,
11/1/2012,21 - 22,"34,14","34,14","34,14","34,14","34,14","34,14","34,14","34,14","34,14","34,14","34,14","34,14","34,14","34,14","34,14",,
11/1/2012,22 - 23,"32,77","32,77","32,77","32,77","32,77","32,77","32,77","32,77","32,77","32,77","32,77","32,77","32,77","32,77","32,77",,
11/1/2012,23 - 00,"31,48","31,48","31,48","31,48","31,48","31,48","31,48","31,48","31,48","31,48","31,48","31,48","31,48","31,48","31,48",,
12/1/2012,00 - 01,"31,29","31,34","31,34","31,34","31,34","31,34","31,34","31,34","31,34","31,34","31,34","31,34","31,34","31,34","31,34",,
12/1/2012,01 - 02,"30,53","30,65","30,65","30,65","30,65","30,65","30,65","30,65","30,65","30,65","30,65","30,65","30,65","30,65","30,65",,
12/1/2012,02 - 03,"29,47","29,61","29,61","29,61","29,61","29,61","29,61","29,61","29,61","29,61","29,61","29,61","29,61","29,61","29,61",,
12/1/2012,03 - 04,"28,85","28,89","28,89","28,89","28,89","28,89","28,89","28,89","28,89","28,89","28,89","28,89","28,89","28,89","28,89",,
12/1/2012,04 - 05,"29,08","29,21","29,21","29,21","29,21","29,21","29,21","29,21","29,21","29,21","29,21","29,21","29,21","29,21","29,21",,
12/1/2012,05 - 06,"32,58","32,02","32,02","32,02","32,02","39,98","32,02","32,02","32,02","32,02","32,02","32,02","32,02","32,02","39,98",,
12/1/2012,06 - 07,"33,88","33,66","33,66","33,66","33,66","43,47","33,66","33,66","33,66","33,66","33,66","33,66","33,66","33,66","43,47",,
12/1/2012,07 - 08,"36,78","37,44","37,44","37,44","37,44","59,92","34,53","37,44","37,44","34,53","35,18","37,44","37,44","37,44","59,92",,
12/1/2012,08 - 09,"37,48","38,34","38,34","38,34","38,34","45,55","35,37","38,34","38,34","34,74","35,89","38,34","38,34","38,34","45,55",,
12/1/2012,09 - 10,"35,64","37,61","37,61","37,61","37,61","37,61","34,61","37,61","37,61","34,61","36,17","37,61","37,61","37,61","37,61",,
12/1/2012,10 - 11,"35,38","36,37","36,37","36,37","36,37","36,37","34,57","36,37","36,37","34,57","35,91","36,37","36,37","36,37","36,37",,
12/1/2012,11 - 12,"35,38","36,86","36,86","36,86","36,86","36,86","34,43","36,86","36,86","34,43","35,91","36,86","36,86","36,86","36,86",,
12/1/2012,12 - 13,"35,63","37,50","37,50","37,50","37,50","37,50","34,45","37,50","37,50","34,45","35,89","37,50","37,50","37,50","37,50",,
12/1/2012,13 - 14,"35,53","36,24","36,24","36,24","36,24","36,24","34,60","36,24","36,24","34,60","35,94","36,24","36,24","36,24","36,24",,
12/1/2012,14 - 15,"35,59","37,04","37,04","37,04","37,04","37,40","34,51","37,04","37,04","34,51","35,89","37,04","37,04","37,04","37,40",,
12/1/2012,15 - 16,"35,51","35,84","35,84","35,84","35,84","40,38","34,37","35,84","35,84","34,37","35,81","35,84","35,84","35,84","40,38",,
12/1/2012,16 - 17,"35,96","37,54","37,54","37,54","37,54","41,56","34,66","37,54","37,54","34,66","37,54","37,54","37,54","37,54","41,56",,
12/1/2012,17 - 18,"37,31","38,37","38,37","38,37","38,37","41,25","35,71","38,37","38,37","34,86","35,53","38,37","38,37","38,37","41,25",,
12/1/2012,18 - 19,"35,69","37,19","37,19","37,19","37,19","37,19","35,34","37,19","37,19","34,79","35,34","37,19","37,19","37,19","37,19",,
12/1/2012,19 - 20,"34,78","35,23","35,23","35,23","35,23","35,23","34,57","35,23","35,23","34,57","34,57","35,23","35,23","35,23","35,23",,
12/1/2012,20 - 21,"34,12","34,12","34,12","34,12","34,12","34,12","34,12","34,12","34,12","34,12","34,12","34,12","34,12","34,12","34,12",,
12/1/2012,21 - 22,"33,74","33,74","33,74","33,74","33,74","33,74","33,74","33,74","33,74","33,74","33,74","33,74","33,74","33,74","33,74",,
12/1/2012,22 - 23,"33,05","33,05","33,05","33,05","33,05","33,05","33,05","33,05","33,05","33,05","33,05","33,05","33,05","33,05","33,05",,
12/1/2012,23 - 00,"31,33","31,33","31,33","31,33","31,33","31,33","31,33","31,33","31,33","31,33","31,33","31,33","31,33","31,33","31,33",,
13-01-2012,00 - 01,"28,30","28,35","28,35","28,35","28,35","28,35","24,44","28,35","28,35","28,35","28,35","28,35","28,35","28,35","28,35",,
13-01-2012,01 - 02,"26,38","25,39","25,39","25,39","25,39","25,39","18,50","18,50","27,03","27,03","27,03","25,39","25,39","25,39","25,39",,
13-01-2012,02 - 03,"26,07","24,82","24,82","24,82","24,82","24,82","16,40","16,40","26,85","26,85","26,85","24,82","24,82","24,82","24,82",,
13-01-2012,03 - 04,"26,52","26,27","26,27","26,27","26,27","26,27","16,40","16,40","26,79","26,79","26,79","26,27","26,27","26,27","26,27",,
13-01-2012,04 - 05,"28,08","28,20","28,20","28,20","28,20","28,20","18,46","18,46","28,20","28,20","28,20","28,20","28,20","28,20","28,20",,
13-01-2012,05 - 06,"30,09","30,05","30,05","30,05","30,05","32,61","25,85","26,12","30,05","30,05","30,05","30,05","30,05","30,05","32,61",,
13-01-2012,06 - 07,"33,55","33,40","33,40","33,40","33,40","37,41","33,67","33,40","33,40","33,40","33,40","33,40","33,40","33,40","37,41",,
13-01-2012,07 - 08,"35,28","37,54","37,54","37,54","37,54","37,54","37,54","37,54","37,54","33,61","34,96","37,54","37,54","37,54","37,54",,
13-01-2012,08 - 09,"35,96","38,07","38,07","38,07","38,07","38,07","38,07","38,07","38,07","34,54","35,63","38,07","38,07","38,07","38,07",,
13-01-2012,09 - 10,"35,38","35,86","35,86","35,86","35,86","35,86","35,81","35,86","35,86","34,50","35,86","35,86","35,86","35,86","35,86",,
13-01-2012,10 - 11,"34,90","35,38","35,38","35,38","35,38","35,38","34,37","35,38","35,38","34,37","35,38","35,38","35,38","35,38","35,38",,
13-01-2012,11 - 12,"34,48","35,16","35,16","35,16","35,16","35,16","34,05","35,16","35,16","34,05","35,16","35,16","35,16","35,16","35,16",,
13-01-2012,12 - 13,"34,13","34,59","34,59","34,59","34,59","35,10","33,85","34,59","34,59","33,85","34,59","34,59","34,59","34,59","35,10",,
13-01-2012,13 - 14,"33,78","33,80","33,80","33,80","33,80","34,03","33,75","33,80","33,80","33,75","33,80","33,80","33,80","33,80","34,03",,
13-01-2012,14 - 15,"33,80","33,76","33,76","33,76","33,76","36,66","33,62","33,76","33,76","33,62","33,76","33,76","33,76","33,76","36,66",,
13-01-2012,15 - 16,"33,92","33,86","33,86","33,86","33,86","39,95","33,68","33,86","33,86","33,68","33,86","33,86","33,86","33,86","39,95",,
13-01-2012,16 - 17,"34,65","34,57","34,57","34,57","34,57","40,38","33,90","34,57","34,57","33,90","34,57","34,57","34,57","34,57","40,38",,
13-01-2012,17 - 18,"35,27","35,50","35,50","35,50","35,50","39,40","35,50","35,50","35,50","34,11","35,07","35,50","35,50","35,50","39,40",,
13-01-2012,18 - 19,"34,54","34,96","34,96","34,96","34,96","34,96","34,96","34,96","34,96","34,07","34,36","34,96","34,96","34,96","34,96",,
13-01-2012,19 - 20,"33,70","33,70","33,70","33,70","33,70","33,70","33,70","33,70","33,70","33,70","33,70","33,70","33,70","33,70","33,70",,
13-01-2012,20 - 21,"33,07","33,07","33,07","33,07","33,07","33,07","33,07","33,07","33,07","33,07","33,07","33,07","33,07","33,07","33,07",,
13-01-2012,21 - 22,"32,89","32,89","32,89","32,89","32,89","32,89","32,89","32,89","32,89","32,89","32,89","32,89","32,89","32,89","32,89",,
13-01-2012,22 - 23,"32,05","32,05","32,05","32,05","32,05","32,05","32,05","32,05","32,05","32,05","32,05","32,05","32,05","32,05","32,05",,
13-01-2012,23 - 00,"30,04","30,04","30,04","30,04","30,04","30,04","30,04","30,04","30,04","30,04","30,04","30,04","30,04","30,04","30,04",,
14-01-2012,00 - 01,"30,07","30,07","30,07","30,07","30,07","30,07","30,07","30,07","30,07","30,07","30,07","30,07","30,07","30,07","30,07",,
14-01-2012,01 - 02,"28,66","28,66","28,66","28,66","28,66","28,66","28,66","28,66","28,66","28,66","28,66","28,66","28,66","28,66","28,66",,
14-01-2012,02 - 03,"28,02","28,02","28,02","28,02","28,02","28,02","28,02","28,02","28,02","28,02","28,02","28,02","28,02","28,02","28,02",,
14-01-2012,03 - 04,"29,06","29,06","29,06","29,06","29,06","29,06","29,06","29,06","29,06","29,06","29,06","29,06","29,06","29,06","29,06",,
14-01-2012,04 - 05,"29,47","29,47","29,47","29,47","29,47","29,47","29,47","29,47","29,47","29,47","29,47","29,47","29,47","29,47","29,47",,
14-01-2012,05 - 06,"30,74","30,74","30,74","30,74","30,74","30,74","30,74","30,74","30,74","30,74","30,74","30,74","30,74","30,74","30,74",,
